Country,Code,Year,Value
Haiti,HTI,2018,2370915012
Hungary,HUN,2000,11217315166
Hungary,HUN,2001,10755092581
Hungary,HUN,2002,10383091415
Hungary,HUN,2003,12793544669
Hungary,HUN,2004,15965389148
Hungary,HUN,2005,18602833678
Hungary,HUN,2006,21589904537
Hungary,HUN,2007,24052210871
Hungary,HUN,2008,33873898858
Hungary,HUN,2009,44181292717
Hungary,HUN,2010,44988182851
Hungary,HUN,2011,48831918089
Hungary,HUN,2012,44670620404
Hungary,HUN,2013,46508013998
Hungary,HUN,2014,42019881301
Hungary,HUN,2015,33124288326
Hungary,HUN,2016,25824253667
Hungary,HUN,2017,28002680652
Hungary,HUN,2018,31366581856
Hungary,HUN,2019,31831003375
Hungary,HUN,2020,41349416013
Indonesia,IDN,2000,29352929561
Indonesia,IDN,2001,28103636180
Indonesia,IDN,2002,32033585247
Indonesia,IDN,2003,36256203642
Indonesia,IDN,2004,36310733909
Indonesia,IDN,2005,34730799049
Indonesia,IDN,2006,42597040282
Indonesia,IDN,2007,56935744023
Indonesia,IDN,2008,51640625721
Indonesia,IDN,2009,66118917968
Indonesia,IDN,2010,96210980584
Indonesia,IDN,2011,1.10137E+11
Indonesia,IDN,2012,1.12798E+11
Indonesia,IDN,2013,99386826239
Indonesia,IDN,2014,1.11863E+11
Indonesia,IDN,2015,1.05929E+11
Indonesia,IDN,2016,1.1637E+11
Indonesia,IDN,2017,1.30215E+11
Indonesia,IDN,2018,1.20661E+11
Indonesia,IDN,2019,1.29186E+11
Indonesia,IDN,2020,1.35916E+11
India,IND,2000,41059061575
India,IND,2001,49050841139
India,IND,2002,71607865094
India,IND,2003,1.03737E+11
India,IND,2004,1.31631E+11
India,IND,2005,1.37825E+11
India,IND,2006,1.7805E+11
India,IND,2007,2.76578E+11
India,IND,2008,2.57423E+11
India,IND,2009,2.84683E+11
India,IND,2010,3.0048E+11
India,IND,2011,2.98739E+11
India,IND,2012,3.00426E+11
India,IND,2013,2.98092E+11
India,IND,2014,3.25081E+11
India,IND,2015,3.53319E+11
India,IND,2016,3.61694E+11
India,IND,2017,4.12614E+11
India,IND,2018,3.99167E+11
India,IND,2019,4.6347E+11
India,IND,2020,5.90227E+11
Ireland,IRL,2000,5407973930
Ireland,IRL,2001,5635200931
Ireland,IRL,2002,5475153289
Ireland,IRL,2003,4151959059
Ireland,IRL,2004,2907974283
Ireland,IRL,2005,868977916.8
Ireland,IRL,2006,831899692.3
Ireland,IRL,2007,925477308.1
Ireland,IRL,2008,1038963263
Ireland,IRL,2009,2150685637
Ireland,IRL,2010,2113857314
Ireland,IRL,2011,1694805971
Ireland,IRL,2012,1707531869
Ireland,IRL,2013,1635949833
Ireland,IRL,2014,1749390343
Ireland,IRL,2015,2203153449
Ireland,IRL,2016,3589332627
Ireland,IRL,2017,4412516407
Ireland,IRL,2018,5222681913
Ireland,IRL,2019,5732541811
Ireland,IRL,2020,7463044895
Iraq,IRQ,2000,6744700000
Iraq,IRQ,2001,6744700000
Iraq,IRQ,2002,6744700000
Iraq,IRQ,2003,6744700000
Iraq,IRQ,2004,7906697188
Iraq,IRQ,2005,12200841777
Iraq,IRQ,2006,20051759952
Iraq,IRQ,2007,31454864112
Iraq,IRQ,2008,50101816706
Iraq,IRQ,2009,44332623238
Iraq,IRQ,2010,50622117150
Iraq,IRQ,2011,61033121084
Iraq,IRQ,2012,70327019949
Iraq,IRQ,2013,77747258750
Iraq,IRQ,2014,66281655807
Iraq,IRQ,2015,53992019679
Iraq,IRQ,2016,45298562241
Iraq,IRQ,2017,49315419400
Iraq,IRQ,2018,64719421423
Iraq,IRQ,2019,68017647834
Iraq,IRQ,2020,65340042658
Iceland,ISL,2000,405074266
Iceland,ISL,2001,355376118.5
Iceland,ISL,2002,461532295.2
Iceland,ISL,2003,818644873.1
Iceland,ISL,2004,1074203553
Iceland,ISL,2005,1068602214
Iceland,ISL,2006,2342225223
Iceland,ISL,2007,2631913597
Iceland,ISL,2008,3570697294
Iceland,ISL,2009,3882623016
Iceland,ISL,2010,5788562800
Iceland,ISL,2011,8548042323
Iceland,ISL,2012,4191506844
Iceland,ISL,2013,4237652259
Iceland,ISL,2014,4177067541
Iceland,ISL,2015,5040573412
Iceland,ISL,2016,7225621330
Iceland,ISL,2017,6566175920
Iceland,ISL,2018,6321213332
Iceland,ISL,2019,6782387112
Iceland,ISL,2020,6419314385
Israel,ISR,2000,23281206068
Israel,ISR,2001,23378584659
Israel,ISR,2002,24082878018
Israel,ISR,2003,26315098306
Israel,ISR,2004,27094382253
Israel,ISR,2005,28059414574
Israel,ISR,2006,29153237864
Israel,ISR,2007,28518505747
Israel,ISR,2008,42513241647
Israel,ISR,2009,60611355181
Israel,ISR,2010,70907310771
Israel,ISR,2011,74874110293
Israel,ISR,2012,75907618701
Israel,ISR,2013,81785518233
Israel,ISR,2014,86101256622
Israel,ISR,2015,90575018408
Israel,ISR,2016,95446290282
Israel,ISR,2017,1.1301E+11
Israel,ISR,2018,1.15266E+11
Israel,ISR,2019,1.26008E+11
Israel,ISR,2020,1.73292E+11
Italy,ITA,2000,47201146788
Italy,ITA,2001,46215583156
Italy,ITA,2002,55621728399
Italy,ITA,2003,63263645221
Italy,ITA,2004,62386140318
Italy,ITA,2005,65954006492
Italy,ITA,2006,75773325816
Italy,ITA,2007,94108647219
Italy,ITA,2008,1.05649E+11
Italy,ITA,2009,1.31497E+11
Italy,ITA,2010,1.58478E+11
Italy,ITA,2011,1.69872E+11
Italy,ITA,2012,1.8167E+11
Italy,ITA,2013,1.45725E+11
Italy,ITA,2014,1.42756E+11
Italy,ITA,2015,1.30592E+11
Italy,ITA,2016,1.35133E+11
Italy,ITA,2017,1.5112E+11
Italy,ITA,2018,1.52362E+11
Italy,ITA,2019,1.75398E+11
Italy,ITA,2020,2.10687E+11
Jamaica,JAM,2000,1053690048
Jamaica,JAM,2001,1900541275
Jamaica,JAM,2002,1645099135
Jamaica,JAM,2003,1194860262
Jamaica,JAM,2004,1846479130
Jamaica,JAM,2005,2169806026
Jamaica,JAM,2006,2318429014
Jamaica,JAM,2007,1878513939
Jamaica,JAM,2008,1772712407
Jamaica,JAM,2009,2075840758
Jamaica,JAM,2010,2501094876
Jamaica,JAM,2011,2281909630
Jamaica,JAM,2012,1996447947
Jamaica,JAM,2013,1818363782
Jamaica,JAM,2014,2473010905
Jamaica,JAM,2015,2913835196
Jamaica,JAM,2016,3291468022
Jamaica,JAM,2017,3781167558
Jamaica,JAM,2018,3532039680
Jamaica,JAM,2019,3631089258
Jamaica,JAM,2020,4081089664
Jordan,JOR,2000,3441302675
Jordan,JOR,2001,3174221853
Jordan,JOR,2002,4116412745
Jordan,JOR,2003,5365764579
Jordan,JOR,2004,5446636728
Jordan,JOR,2005,5461160796
Jordan,JOR,2006,6982163598
Jordan,JOR,2007,7924938971
Jordan,JOR,2008,8918475754
Jordan,JOR,2009,12135159071
Jordan,JOR,2010,13632983538
Jordan,JOR,2011,12094960533
Jordan,JOR,2012,8830598045
Jordan,JOR,2013,13826035948
Jordan,JOR,2014,16047206177
Jordan,JOR,2015,16571894983
Jordan,JOR,2016,15543454210
Japan,JPN,2000,3.61639E+11
Japan,JPN,2001,4.01958E+11
Japan,JPN,2002,4.69618E+11
Japan,JPN,2003,6.73554E+11
Japan,JPN,2004,8.44667E+11
Japan,JPN,2005,8.46896E+11
Japan,JPN,2006,8.95321E+11
Japan,JPN,2007,9.73297E+11
Japan,JPN,2008,1.03076E+12
Japan,JPN,2009,1.05165E+12
Japan,JPN,2010,1.10456E+12
Japan,JPN,2011,1.29584E+12
Japan,JPN,2012,1.26809E+12
Japan,JPN,2013,1.26685E+12
Japan,JPN,2014,1.26068E+12
Japan,JPN,2015,1.2331E+12
Japan,JPN,2016,1.21652E+12
Japan,JPN,2017,1.26414E+12
Japan,JPN,2018,1.27047E+12
Japan,JPN,2019,1.32244E+12
Japan,JPN,2020,1.39081E+12
Kazakhstan,KAZ,2000,2098969799
Kazakhstan,KAZ,2001,2505883853
Kazakhstan,KAZ,2002,3140845035
Kazakhstan,KAZ,2003,4962118090
Kazakhstan,KAZ,2004,9276665297
Kazakhstan,KAZ,2005,7069707374
Kazakhstan,KAZ,2006,19127059972
Kazakhstan,KAZ,2007,17641023630
Kazakhstan,KAZ,2008,19883105671
Kazakhstan,KAZ,2009,23183086501
Kazakhstan,KAZ,2010,28264709323
Kazakhstan,KAZ,2011,29215275561
Kazakhstan,KAZ,2012,28299368221
Kazakhstan,KAZ,2013,24691645318
Kazakhstan,KAZ,2014,29250310668
Kazakhstan,KAZ,2015,27854795819
Kazakhstan,KAZ,2016,29603056785
Kazakhstan,KAZ,2017,30746770568
Kazakhstan,KAZ,2018,30976612439
Kazakhstan,KAZ,2019,28957509931
Kazakhstan,KAZ,2020,35638096635
Kenya,KEN,2000,897865882
Kenya,KEN,2001,1064987677
Kenya,KEN,2002,1068140537
Kenya,KEN,2003,1482117159
Kenya,KEN,2004,1519538697
Kenya,KEN,2005,1799087913
Kenya,KEN,2006,2416073243
Kenya,KEN,2007,3355419016
Kenya,KEN,2008,2878951355
Kenya,KEN,2009,3849500809
Kenya,KEN,2010,4320858499
Kenya,KEN,2011,4265145710
Kenya,KEN,2012,5711831325
Kenya,KEN,2013,6598881869
Kenya,KEN,2014,7874414432
Kenya,KEN,2015,7514864907
Kenya,KEN,2016,7553884913
Kenya,KEN,2017,7325420063
Kenya,KEN,2018,8164380806
Kenya,KEN,2019,9115806005
Kenya,KEN,2020,8297263559
Kyrgyz Republic,KGZ,2000,261849461.3
Kyrgyz Republic,KGZ,2001,286507193.6
Kyrgyz Republic,KGZ,2002,317331858
Kyrgyz Republic,KGZ,2003,399268624.1
Kyrgyz Republic,KGZ,2004,564545759.3
Kyrgyz Republic,KGZ,2005,612352822.7
Kyrgyz Republic,KGZ,2006,817170020
Kyrgyz Republic,KGZ,2007,1176500794
Kyrgyz Republic,KGZ,2008,1225137056
Kyrgyz Republic,KGZ,2009,1584332498
Kyrgyz Republic,KGZ,2010,1720378724
Kyrgyz Republic,KGZ,2011,1831422016
Kyrgyz Republic,KGZ,2012,2066679059
Kyrgyz Republic,KGZ,2013,2238390588
Kyrgyz Republic,KGZ,2014,1957488937
Kyrgyz Republic,KGZ,2015,1777941002
Kyrgyz Republic,KGZ,2016,1967811283
Kyrgyz Republic,KGZ,2017,2177013757
Kyrgyz Republic,KGZ,2018,2156976620
Kyrgyz Republic,KGZ,2019,2428567694
Kyrgyz Republic,KGZ,2020,2811615193
Cambodia,KHM,2000,611415267.6
Cambodia,KHM,2001,697362969.7
Cambodia,KHM,2002,913189870.8
Cambodia,KHM,2003,982362875.1
Cambodia,KHM,2004,1118336324
Cambodia,KHM,2005,1158091689
Cambodia,KHM,2006,1411426995
Cambodia,KHM,2007,2140273311
Cambodia,KHM,2008,2639301421
Cambodia,KHM,2009,3285950772
Cambodia,KHM,2010,3817077827
Cambodia,KHM,2011,4061785157
Cambodia,KHM,2012,4932648793
Cambodia,KHM,2013,4997865463
Cambodia,KHM,2014,6108206111
Cambodia,KHM,2015,7375658285
Cambodia,KHM,2016,9113932861
Cambodia,KHM,2017,12201716868
Cambodia,KHM,2018,14630869194
Cambodia,KHM,2019,18771406172
Cambodia,KHM,2020,21328475093
St. Kitts and Nevis,KNA,2000,45199214.95
St. Kitts and Nevis,KNA,2001,56429365.45
St. Kitts and Nevis,KNA,2002,65752273.11
St. Kitts and Nevis,KNA,2003,64802098.31
St. Kitts and Nevis,KNA,2004,78469063.54
St. Kitts and Nevis,KNA,2005,71611722.86
St. Kitts and Nevis,KNA,2006,88697803.08
St. Kitts and Nevis,KNA,2007,95790629.91
St. Kitts and Nevis,KNA,2008,110411464.6
St. Kitts and Nevis,KNA,2009,136408154.2
St. Kitts and Nevis,KNA,2010,168859133.5
St. Kitts and Nevis,KNA,2011,244261262.3
St. Kitts and Nevis,KNA,2012,263485328
St. Kitts and Nevis,KNA,2013,301952572.3
St. Kitts and Nevis,KNA,2014,327252698.8
St. Kitts and Nevis,KNA,2015,288394872.3
St. Kitts and Nevis,KNA,2016,320542568.3
St. Kitts and Nevis,KNA,2017,365098328.5
St. Kitts and Nevis,KNA,2018,363216830.6
St. Kitts and Nevis,KNA,2019,351161273.7
St. Kitts and Nevis,KNA,2020,362679148.4
"Korea, Rep.",KOR,2000,96250965793
"Korea, Rep.",KOR,2001,1.02875E+11
"Korea, Rep.",KOR,2002,1.21498E+11
"Korea, Rep.",KOR,2003,1.55472E+11
"Korea, Rep.",KOR,2004,1.99195E+11
"Korea, Rep.",KOR,2005,2.10552E+11
"Korea, Rep.",KOR,2006,2.39148E+11
"Korea, Rep.",KOR,2007,2.62533E+11
"Korea, Rep.",KOR,2008,2.01545E+11
"Korea, Rep.",KOR,2009,2.70437E+11
"Korea, Rep.",KOR,2010,2.92143E+11
"Korea, Rep.",KOR,2011,3.06935E+11
"Korea, Rep.",KOR,2012,3.27724E+11
"Korea, Rep.",KOR,2013,3.45694E+11
"Korea, Rep.",KOR,2014,3.62835E+11
"Korea, Rep.",KOR,2015,3.66707E+11
"Korea, Rep.",KOR,2016,3.70154E+11
"Korea, Rep.",KOR,2017,3.88805E+11
"Korea, Rep.",KOR,2018,4.03082E+11
"Korea, Rep.",KOR,2019,4.08819E+11
"Korea, Rep.",KOR,2020,4.43463E+11
Kuwait,KWT,2000,7779055735
Kuwait,KWT,2001,10599228051
Kuwait,KWT,2002,10078199079
Kuwait,KWT,2003,8636260734
Kuwait,KWT,2004,9353825022
Kuwait,KWT,2005,10165102735
Kuwait,KWT,2006,14179782170
Kuwait,KWT,2007,18776552865
Kuwait,KWT,2008,19320771658
Kuwait,KWT,2009,23028171516
Kuwait,KWT,2010,24801842016
Kuwait,KWT,2011,29681701460
Kuwait,KWT,2012,33109896469
Kuwait,KWT,2013,32410244557
Kuwait,KWT,2014,35175442352
Kuwait,KWT,2015,30960893268
Kuwait,KWT,2016,33936274928
Kuwait,KWT,2017,36889754717
Kuwait,KWT,2018,40282453060
Kuwait,KWT,2019,43668410965
Kuwait,KWT,2020,52918606999
Lao PDR,LAO,2000,144286276.3
Lao PDR,LAO,2001,156822241.4
Lao PDR,LAO,2002,226409478.1
Lao PDR,LAO,2003,283273040.7
Lao PDR,LAO,2004,296221795.4
Lao PDR,LAO,2005,327051177.3
Lao PDR,LAO,2006,483003280.4
Lao PDR,LAO,2007,730865696.3
Lao PDR,LAO,2008,901686245.3
Lao PDR,LAO,2009,1023354194
Lao PDR,LAO,2010,1208082726
Lao PDR,LAO,2011,1192801277
Lao PDR,LAO,2012,1293088589
Lao PDR,LAO,2013,1083878168
Lao PDR,LAO,2014,1233427356
Lao PDR,LAO,2015,1068907283
Lao PDR,LAO,2016,916030473.8
Lao PDR,LAO,2017,1125475868
Lao PDR,LAO,2018,980441052.9
Lao PDR,LAO,2019,1067769845
Lao PDR,LAO,2020,1392600619
Lebanon,LBN,2000,8474638463
Lebanon,LBN,2001,7563692927
Lebanon,LBN,2002,10404665642
Lebanon,LBN,2003,16367322525
Lebanon,LBN,2004,15773807067
Lebanon,LBN,2005,16617970571
Lebanon,LBN,2006,19238867061
Lebanon,LBN,2007,20598783915
Lebanon,LBN,2008,28265312110
Lebanon,LBN,2009,39131823321
Lebanon,LBN,2010,44475631355
Lebanon,LBN,2011,47859468419
Lebanon,LBN,2012,52530986899
Lebanon,LBN,2013,47855927548
Lebanon,LBN,2014,50668863617
Lebanon,LBN,2015,48531390537
Lebanon,LBN,2016,53905512886
Lebanon,LBN,2017,55411532096
Lebanon,LBN,2018,52380608542
Lebanon,LBN,2019,52213484574
Lebanon,LBN,2020,42440403087
Liberia,LBR,2000,267707.3678
Liberia,LBR,2001,480275.9806
Liberia,LBR,2002,3298470.652
Liberia,LBR,2003,7376738.874
Liberia,LBR,2004,18742650.41
Liberia,LBR,2005,25395460.77
Liberia,LBR,2006,71989512.76
Liberia,LBR,2007,119359165.2
Liberia,LBR,2008,160860063.2
Liberia,LBR,2009,372457051.9
Liberia,LBR,2010,442033413.9
Liberia,LBR,2011,506827131
Liberia,LBR,2012,574181706.2
Liberia,LBR,2013,589723179.8
Liberia,LBR,2014,498992033
Liberia,LBR,2015,560742588.4
Liberia,LBR,2016,586024560
Liberia,LBR,2017,585997776.6
Liberia,LBR,2018,543940449
Liberia,LBR,2019,493917938.7
Liberia,LBR,2020,538124440.8
Libya,LBY,2000,13729870472
Libya,LBY,2001,16079034168
Libya,LBY,2002,15892271986
Libya,LBY,2003,21513345090
Libya,LBY,2004,27714111997
Libya,LBY,2005,41879958087
Libya,LBY,2006,62228722605
Libya,LBY,2007,83259979624
Libya,LBY,2008,96334974983
Libya,LBY,2009,1.03754E+11
Libya,LBY,2010,1.06144E+11
Libya,LBY,2011,1.10539E+11
Libya,LBY,2012,1.24648E+11
Libya,LBY,2013,1.19714E+11
Libya,LBY,2014,93615450487
Libya,LBY,2015,77649594284
Libya,LBY,2016,70191441969
Libya,LBY,2017,79417877682
Libya,LBY,2018,85335649782
Libya,LBY,2019,84663589517
St. Lucia,LCA,2000,78828583.5
St. Lucia,LCA,2001,88936538.41
St. Lucia,LCA,2002,93892175.26
St. Lucia,LCA,2003,106902191.8
St. Lucia,LCA,2004,132539594.9
St. Lucia,LCA,2005,116387878.8
St. Lucia,LCA,2006,134538725.3
St. Lucia,LCA,2007,153719597.5
St. Lucia,LCA,2008,142774402.8
St. Lucia,LCA,2009,174798934.5
St. Lucia,LCA,2010,206256181.5
St. Lucia,LCA,2011,213433689
St. Lucia,LCA,2012,231967199
St. Lucia,LCA,2013,192222634.6
St. Lucia,LCA,2014,257658514.6
St. Lucia,LCA,2015,317540361.6
St. Lucia,LCA,2016,305519500.8
St. Lucia,LCA,2017,321767417.2
St. Lucia,LCA,2018,285824309.7
St. Lucia,LCA,2019,260870367.1
St. Lucia,LCA,2020,231361279
Sri Lanka,LKA,2000,1131355289
Sri Lanka,LKA,2001,1357451866
Sri Lanka,LKA,2002,1705155737
Sri Lanka,LKA,2003,2333781502
Sri Lanka,LKA,2004,2204868879
Sri Lanka,LKA,2005,2734967767
Sri Lanka,LKA,2006,2832098099
Sri Lanka,LKA,2007,3518418228
Sri Lanka,LKA,2008,2616559583
Sri Lanka,LKA,2009,5353610216
Sri Lanka,LKA,2010,7195358507
Sri Lanka,LKA,2011,6739196545
Sri Lanka,LKA,2012,7106460349
Sri Lanka,LKA,2013,7500000872
Sri Lanka,LKA,2014,8210750128
Sri Lanka,LKA,2015,7302096590
Sri Lanka,LKA,2016,6008199165
Sri Lanka,LKA,2017,7959047615
Sri Lanka,LKA,2018,6920825566
Sri Lanka,LKA,2019,7648305273
Sri Lanka,LKA,2020,5663994385
Lesotho,LSO,2000,417891096
Lesotho,LSO,2001,386488996.6
Lesotho,LSO,2002,406370215
Lesotho,LSO,2003,460333705.2
Lesotho,LSO,2004,501504280.5
Lesotho,LSO,2005,519112382.3
Lesotho,LSO,2006,658398857.4
Lesotho,LSO,2007,1002760338
Lesotho,LSO,2008,971530251.5
Lesotho,LSO,2009,1179798532
Lesotho,LSO,2010,1070956653
Lesotho,LSO,2011,919085914.9
Lesotho,LSO,2012,1027908708
Lesotho,LSO,2013,1055235433
Lesotho,LSO,2014,1070831062
Lesotho,LSO,2015,997431660
Lesotho,LSO,2016,925195318.8
Lesotho,LSO,2017,657668309.3
Lesotho,LSO,2018,728527650
Lesotho,LSO,2019,774095190.5
Lithuania,LTU,2000,1362679200
Lithuania,LTU,2001,1669177341
Lithuania,LTU,2002,2413140714
Lithuania,LTU,2003,3449667625
Lithuania,LTU,2004,3593962686
Lithuania,LTU,2005,3815556165
Lithuania,LTU,2006,5772525484
Lithuania,LTU,2007,7711952181
Lithuania,LTU,2008,6442845969
Lithuania,LTU,2009,6623187501
Lithuania,LTU,2010,6598353674
Lithuania,LTU,2011,8201664834
Lithuania,LTU,2012,8529340677
Lithuania,LTU,2013,8072525981
Lithuania,LTU,2014,8729460563
Lithuania,LTU,2015,1697150154
Lithuania,LTU,2016,2599864855
Lithuania,LTU,2017,4449678813
Lithuania,LTU,2018,5770956097
Lithuania,LTU,2019,5085045225
Lithuania,LTU,2020,4846519050
Luxembourg,LUX,2000,97465747.95
Luxembourg,LUX,2001,126635650.6
Luxembourg,LUX,2002,177769574.1
Luxembourg,LUX,2003,311200498.4
Luxembourg,LUX,2004,330783823
Luxembourg,LUX,2005,279062530.9
Luxembourg,LUX,2006,265117813.9
Luxembourg,LUX,2007,205249438
Luxembourg,LUX,2008,398118062.6
Luxembourg,LUX,2009,808815187.2
Luxembourg,LUX,2010,848320495.4
Luxembourg,LUX,2011,1010733835
Luxembourg,LUX,2012,990807493.4
Luxembourg,LUX,2013,963140967.4
Luxembourg,LUX,2014,863655854
Luxembourg,LUX,2015,770747330.4
Luxembourg,LUX,2016,973176553.1
Luxembourg,LUX,2017,878080634.3
Luxembourg,LUX,2018,938890223.6
Luxembourg,LUX,2019,1054874473
Luxembourg,LUX,2020,1188258813
Latvia,LVA,2000,919162856.3
Latvia,LVA,2001,1217482763
Latvia,LVA,2002,1326623372
Latvia,LVA,2003,1536170568
Latvia,LVA,2004,2020863043
Latvia,LVA,2005,2359714949
Latvia,LVA,2006,4511469902
Latvia,LVA,2007,5760724075
Latvia,LVA,2008,5243938989
Latvia,LVA,2009,6902262691
Latvia,LVA,2010,7605713124
Latvia,LVA,2011,6378031225
Latvia,LVA,2012,7524707960
Latvia,LVA,2013,7895272080
Latvia,LVA,2014,3228078825
Latvia,LVA,2015,3445996161
Latvia,LVA,2016,3511946855
Latvia,LVA,2017,4613455661
Latvia,LVA,2018,4370730736
Latvia,LVA,2019,4479621404
Latvia,LVA,2020,5289640348
"Macao SAR, China",MAC,2000,3323014302
"Macao SAR, China",MAC,2001,3508440975
"Macao SAR, China",MAC,2002,3800343591
"Macao SAR, China",MAC,2003,4343370556
"Macao SAR, China",MAC,2004,5436107123
"Macao SAR, China",MAC,2005,6689436717
"Macao SAR, China",MAC,2006,9132102574
"Macao SAR, China",MAC,2007,13229919966
"Macao SAR, China",MAC,2008,15930121267
"Macao SAR, China",MAC,2009,18350321741
"Macao SAR, China",MAC,2010,23726490182
"Macao SAR, China",MAC,2011,34026184617
"Macao SAR, China",MAC,2012,16600225451
"Macao SAR, China",MAC,2013,16145878199
"Macao SAR, China",MAC,2014,16444386288
"Macao SAR, China",MAC,2015,18890787008
"Macao SAR, China",MAC,2016,19491696000
"Macao SAR, China",MAC,2017,20169663000
"Macao SAR, China",MAC,2018,20281241000
"Macao SAR, China",MAC,2019,22214954000
"Macao SAR, China",MAC,2020,25144935000
Morocco,MAR,2000,5016934755
Morocco,MAR,2001,8669348377
Morocco,MAR,2002,10375315952
Morocco,MAR,2003,14146568781
Morocco,MAR,2004,16646737349
Morocco,MAR,2005,16550639874
Morocco,MAR,2006,20790794061
Morocco,MAR,2007,24713570214
Morocco,MAR,2008,22719558204
Morocco,MAR,2009,23568387093
Morocco,MAR,2010,23709466594
Morocco,MAR,2011,20167412692
Morocco,MAR,2012,17138210439
Morocco,MAR,2013,18797794940
Morocco,MAR,2014,20272045639
Morocco,MAR,2015,22749566244
Morocco,MAR,2016,25096263444
Morocco,MAR,2017,26189585939
Morocco,MAR,2018,24461023093
Morocco,MAR,2019,26412762237
Morocco,MAR,2020,35997639773
Moldova,MDA,2000,222490325.1
Moldova,MDA,2001,228532262.2
Moldova,MDA,2002,268855942.3
Moldova,MDA,2003,302270799.1
Moldova,MDA,2004,470258874.8
Moldova,MDA,2005,597448067.5
Moldova,MDA,2006,775478572
Moldova,MDA,2007,1333684647
Moldova,MDA,2008,1672406461
Moldova,MDA,2009,1480265227
Moldova,MDA,2010,1717685353
Moldova,MDA,2011,1965325535
Moldova,MDA,2012,2515016645
Moldova,MDA,2013,2820638986
Moldova,MDA,2014,2156677861
Moldova,MDA,2015,1756772270
Moldova,MDA,2016,2205927463
Moldova,MDA,2017,2803268842
Moldova,MDA,2018,2995238116
Moldova,MDA,2019,3059660617
Moldova,MDA,2020,3783579238
Madagascar,MDG,2000,285182984.8
Madagascar,MDG,2001,398349960.5
Madagascar,MDG,2002,363272345.7
Madagascar,MDG,2003,414272747.2
Madagascar,MDG,2004,503524276
Madagascar,MDG,2005,481286830.7
Madagascar,MDG,2006,583182459.3
Madagascar,MDG,2007,846677005.5
Madagascar,MDG,2008,982306552.8
Madagascar,MDG,2009,982078789.7
Madagascar,MDG,2010,1022970696
Madagascar,MDG,2011,1134559590
Madagascar,MDG,2012,1052810916
Madagascar,MDG,2013,776146663
Madagascar,MDG,2014,773817323.4
Madagascar,MDG,2015,832008813.4
Madagascar,MDG,2016,1183690792
Madagascar,MDG,2017,1600175022
Madagascar,MDG,2018,1739588290
Madagascar,MDG,2019,1693147648
Madagascar,MDG,2020,1980766598
Maldives,MDV,2000,122801161.6
Maldives,MDV,2001,95341539.72
Maldives,MDV,2002,135638964.3
Maldives,MDV,2003,162249406.5
Maldives,MDV,2004,206512419.6
Maldives,MDV,2005,189032878.8
Maldives,MDV,2006,234391281.7
Maldives,MDV,2007,311434224
Maldives,MDV,2008,243588884.5
Maldives,MDV,2009,275592740.9
Maldives,MDV,2010,364318809.3
Maldives,MDV,2011,348650244.8
Maldives,MDV,2012,318266639.5
Maldives,MDV,2013,381885325.3
Maldives,MDV,2014,627407042.5
Maldives,MDV,2015,575739636.7
Maldives,MDV,2016,478090987.2
Maldives,MDV,2017,598201001.7
Maldives,MDV,2018,722208557.3
Maldives,MDV,2019,762911627.7
Maldives,MDV,2020,994584647.6
Mexico,MEX,2000,35577279054
Mexico,MEX,2001,44804667773
Mexico,MEX,2002,50671452145
Mexico,MEX,2003,59026700311
Mexico,MEX,2004,64201699863
Mexico,MEX,2005,74109703346
Mexico,MEX,2006,76329367204
Mexico,MEX,2007,87208175923
Mexico,MEX,2008,95299838183
Mexico,MEX,2009,99888815494
Mexico,MEX,2010,1.20584E+11
Mexico,MEX,2011,1.49208E+11
Mexico,MEX,2012,1.67076E+11
Mexico,MEX,2013,1.802E+11
Mexico,MEX,2014,1.95682E+11
Mexico,MEX,2015,1.77597E+11
Mexico,MEX,2016,1.77974E+11
Mexico,MEX,2017,1.7547E+11
Mexico,MEX,2018,1.7639E+11
Mexico,MEX,2019,1.83056E+11
Mexico,MEX,2020,1.99069E+11
North Macedonia,MKD,2000,460208291
North Macedonia,MKD,2001,798842469.9
North Macedonia,MKD,2002,789942743.5
North Macedonia,MKD,2003,934744444.1
North Macedonia,MKD,2004,991429584.9
North Macedonia,MKD,2005,1340486932
North Macedonia,MKD,2006,1889352310
North Macedonia,MKD,2007,2264233636
North Macedonia,MKD,2008,2110178286
North Macedonia,MKD,2009,2288279743
North Macedonia,MKD,2010,2276767090
North Macedonia,MKD,2011,2667393349
North Macedonia,MKD,2012,2891478811
North Macedonia,MKD,2013,2747604655
North Macedonia,MKD,2014,2964236412
North Macedonia,MKD,2015,2470701360
North Macedonia,MKD,2016,2751929521
North Macedonia,MKD,2017,2801853318
North Macedonia,MKD,2018,3284003547
North Macedonia,MKD,2019,3650514750
North Macedonia,MKD,2020,4126254084
Malta,MLT,2000,1471281814
Malta,MLT,2001,1667548381
Malta,MLT,2002,2210545703
Malta,MLT,2003,2730176875
Malta,MLT,2004,2733736058
Malta,MLT,2005,2578480780
Malta,MLT,2006,2980333080
Malta,MLT,2007,3798767062
Malta,MLT,2008,373422724.3
Malta,MLT,2009,538508890
Malta,MLT,2010,540154074.4
Malta,MLT,2011,515097920.7
Malta,MLT,2012,704900046
Malta,MLT,2013,596933291.3
Malta,MLT,2014,619373096.6
Malta,MLT,2015,571697422.7
Malta,MLT,2016,677039187.8
Malta,MLT,2017,832991850.8
Malta,MLT,2018,1024613729
